blind_id,direct_label,confidence,evidence,review_status,annotator,annotated_at
Bf77ccb3d916b,focus,high,head down over worksheet throughout,accepted,codex_visual_direct,2026-07-22T20:40:43+09:00
Bc1c074e17d13,focus,high,reading and writing continue throughout,accepted,codex_visual_direct,2026-07-22T20:40:43+09:00
Bfd45240f5914,,,person absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:40:43+09:00
B721eb161663b,,,person absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:40:43+09:00
B55f0af3f29ac,,,person absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:40:43+09:00
B5720365fbd94,,,person absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:40:43+09:00
B5c5e46c2c9f9,,,standing and repositioning rather than stable study state,ambiguous,codex_visual_direct,2026-07-22T20:40:43+09:00
Bd38eaa2da905,,,mixed standing sitting and repositioning transition,ambiguous,codex_visual_direct,2026-07-22T20:40:43+09:00
B5c9a4982fbc0,,,mostly empty scene with person entering at end,ambiguous,codex_visual_direct,2026-07-22T20:40:43+09:00
B2944757ac333,,,mixed settling transition and brief writing,ambiguous,codex_visual_direct,2026-07-22T20:40:43+09:00
B766b962e269d,focus,high,seated worksheet study throughout,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
Bcffbb59ac8f9,focus,high,transitions into sustained writing,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
B796bb42e8d17,focus,high,continuous active writing,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
Bf8dac5079400,focus,high,worksheet writing remains continuous,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
Bfc95cdf8b723,focus,high,reading and writing stay task directed,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
B988306245432,focus,high,continuous writing with head over worksheet,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
B9a605f159985,focus,medium,study continues with brief upward look,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
B5e952b416228,focus,medium,task directed posture resumes after brief upward look,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
B255b63e7e19f,focus,high,continuous worksheet writing,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
B0fff4a1b74a4,focus,high,active writing throughout,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
B68d3198240bf,focus,medium,writing continues with brief face touch,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
B2e2bbc87f4c8,focus,high,steady writing and attentive posture,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
Bf120d6f70853,focus,high,continuous task directed writing,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
B6d6a8afe9046,focus,high,head down while actively writing,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
Bb931b8bfb82d,focus,high,continuous worksheet writing,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
B9e6e29b4f61a,focus,high,continuous writing across all sampled frames,accepted,codex_visual_direct,2026-07-22T20:41:20+09:00
B22b7ee7723e2,focus,high,continuous active writing,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
Bc9fcb4d971c2,focus,medium,writing continues despite chin support and brief recline,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
Baea041c0b629,focus,medium,task writing continues while chin rests on hand,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
Bbff99994d430,focus,medium,continuous writing with chin supported,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
Bd25210c9712b,gaze_down,high,attention remains on handheld phone instead of worksheet,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
B714e96ddb866,gaze_down,high,sustained handheld phone use,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
Baa6437970846,gaze_down,high,sustained attention to handheld phone,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
Bdcdd78172586,gaze_side,medium,sustained off task upward side gaze with idle hand,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
B13d9532d9006,gaze_side,medium,off task side gaze persists while desk hand is idle,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
B83815b942ae8,gaze_side,high,head and gaze remain turned to the side,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
B3f393791e9d5,gaze_side,high,sustained sideward head orientation,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
B731380f2b447,gaze_side,high,sustained side gaze with no study action,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
B3d02721ea082,gaze_side,high,head remains turned away from study area,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
B631c7815087a,gaze_side,high,persistent sideward gaze,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
B0bdae1fe045b,gaze_side,high,persistent side gaze and idle worksheet,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
B47e8d694b57e,gaze_side,high,sustained sideward attention,accepted,codex_visual_direct,2026-07-22T20:41:59+09:00
B1bf3931fad72,gaze_side,high,head remains turned away from worksheet,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
B95fc31c3ec27,gaze_side,high,persistent sideward attention,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
Bf983293e2109,gaze_side,high,sustained side gaze with idle desk,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
Bac72958199f3,gaze_side,high,persistent sideward head orientation,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
B2742f3df0090,gaze_side,high,head stays turned to the side,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
B20c0fe5bcd4d,gaze_side,high,sustained side gaze throughout,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
B455b9ed4d66e,gaze_side,high,sustained off task side attention,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
B609f923f3e3c,gaze_side,high,head remains sideward and worksheet idle,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
B01908eed1d30,gaze_side,high,persistent side gaze,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
B41fa5f3a49a1,gaze_side,medium,side gaze persists with brief face touch,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
Bf468ec3e7949,gaze_side,high,continuous sideward attention,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
Ba5750b2442c4,gaze_side,medium,side gaze remains dominant despite face touch,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
B435ccccb877f,gaze_down,high,sustained attention to handheld phone,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
B6adb9649c070,gaze_side,high,reclined posture with sustained sideward gaze,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
Bad2e071fc6bd,gaze_side,medium,attention remains away from worksheet with sideward looks,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
Beffeaac9e785,gaze_side,high,persistent side gaze with idle study area,accepted,codex_visual_direct,2026-07-22T20:42:33+09:00
Bc3f221523f0c,gaze_side,high,persistent sideward attention away from worksheet,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
B1fe7f9b3d5d9,gaze_down,high,sustained handheld phone viewing,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
B1c5328c78f8c,gaze_down,high,attention remains on handheld phone,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
Bab6a61cb1169,gaze_down,high,continuous phone use instead of worksheet,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
B64dc9d10ea36,gaze_down,medium,phone remains in use through reclined posture change,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
Bb806aa78a061,gaze_down,high,sustained attention to phone held low,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
Ba49a423cbabe,gaze_down,medium,phone use dominates despite brief recline,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
Bc060e46fe637,gaze_down,medium,handheld phone remains the attention target,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
B724daf4418f2,gaze_down,high,reclined sustained phone viewing,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
B208ba8b85512,gaze_down,high,continuous handheld phone attention,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
B96c4e38631c0,gaze_down,high,continuous phone viewing while reclined,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
B146cb42a5af1,gaze_down,medium,phone attention persists with brief head touch,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
Bd3671727d11b,gaze_down,high,sustained handheld phone use,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
Bdae84016f945,gaze_down,high,sustained phone viewing away from study material,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
B3e9c05bd19c8,gaze_down,high,attention remains on handheld phone,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
Bcc93a7320b2b,gaze_down,high,continuous phone use in reclined posture,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
Bc18c3fff2902,gaze_down,high,continuous handheld phone viewing,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
B6587d9f77f6c,gaze_down,medium,phone use remains dominant through position change,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
B0afcd57d47ce,gaze_down,high,sustained downward attention to handheld device,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
Bd27326539456,drowsy,medium,sustained covered mouth and heavy eyed inactive posture,accepted,codex_visual_direct,2026-07-22T20:43:35+09:00
B679b68dcd9bb,drowsy,medium,heavy eyes and sustained inactive chin support,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
Bff0c016c818a,drowsy,medium,eyes remain heavy while posture is inactive,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
Bbdd49008b10f,gaze_down,high,sustained handheld phone viewing,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
Bd335c0a1f108,gaze_down,high,attention stays on phone propped below face,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
B4a8159212cbd,gaze_down,high,continuous downward attention to phone,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
B9901afbb9c4a,drowsy,high,sustained slumped low head and closed eyes,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
Bc9b4bfaac0e9,drowsy,high,head remains low with eyes closed and no study action,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
B69edac4c56f0,drowsy,high,persistent slumped closed eye posture,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
Be5540990f551,drowsy,high,sustained head droop and eye closure,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
Bfee3f95bff1f,drowsy,high,head remains drooped with eyes closed,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
Bfebb98439f6f,drowsy,high,persistent low head and closed eyes,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
Bf4a4d4bf1831,drowsy,high,eyes closed with head tilting back then dropping,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
B6c7f0bd3cac8,,,mixed phone use side gaze and head scratching,ambiguous,codex_visual_direct,2026-07-22T20:44:36+09:00
Bf0ca9052c30f,gaze_side,high,sustained sideward gaze away from worksheet,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
B62c0226ff47d,drowsy,high,clear yawn followed by heavy closed eyes,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
B551f835b2b73,drowsy,high,eyes remain closed with inactive hands,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
Bf56cd77bbc4a,drowsy,high,persistent eye closure and inactive posture,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
B22b2a047c364,drowsy,medium,reclined head back posture with heavy eyes,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
B9add06ec4730,gaze_side,high,persistent side gaze and idle worksheet,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
B70ddf43ba3d6,gaze_side,high,sustained sideward attention,accepted,codex_visual_direct,2026-07-22T20:44:36+09:00
B70df47aed77e,gaze_side,high,sustained side gaze away from worksheet,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
Bae2006cff9e7,gaze_side,high,persistent sideward attention,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
B924d5977473b,gaze_side,medium,side gaze remains dominant with brief mouth cover,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
B5bf8dbc8977d,gaze_down,high,sustained attention to handheld phone,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
Bd57ba49ffcc6,gaze_down,high,continuous phone viewing with head low,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
Bb3e06a79a77b,gaze_down,high,sustained handheld phone attention,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
B874b4c6dbcb7,,,extreme low reclined position without a stable target state,ambiguous,codex_visual_direct,2026-07-22T20:45:21+09:00
Bfdc6e5d7373a,,,low reclined posture with gesturing and unclear attention target,ambiguous,codex_visual_direct,2026-07-22T20:45:21+09:00
B251581e53f6d,,,extreme low position and changing gestures obscure state,ambiguous,codex_visual_direct,2026-07-22T20:45:21+09:00
B908a5e9c177d,,,face remains at frame edge in an indeterminate reclined posture,ambiguous,codex_visual_direct,2026-07-22T20:45:21+09:00
B4c3c01cf2836,,,mixed phone handling upward gaze and gesturing,ambiguous,codex_visual_direct,2026-07-22T20:45:21+09:00
B10c01407ef00,gaze_side,high,sustained upward side gaze with idle study area,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
Bfffe3c1a58f4,gaze_side,high,sideward upward attention persists while gesturing,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
B8b06a1351c2d,focus,medium,open book is handled and pages are turned task directionally,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
Ba5cb0c2db79c,unknown,high,scene is too dark to observe person or gaze,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
B6fab7dcbfcc5,unknown,high,near black frames prevent reliable state observation,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
Bc856f4727b9b,unknown,high,person and gaze are not visible in darkness,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
B318cef239ef4,unknown,high,scene remains too dark for state judgment,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
B36f097b84e90,unknown,high,near black frames obscure all behavioral evidence,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
B1c37aa842f63,unknown,high,insufficient illumination to identify state,accepted,codex_visual_direct,2026-07-22T20:45:21+09:00
B51a74b5bf607,unknown,high,near black frames prevent state observation,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
B707e4f78da7e,unknown,high,scene remains too dark for reliable judgment,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
B82eac082599f,unknown,high,person and gaze are not visible in darkness,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
B2f223f7da66c,unknown,high,insufficient illumination obscures behavior,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
Bd84d20d16650,unknown,high,near black frames contain no reliable state cues,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
B78364af4077b,unknown,high,scene is too dark to identify state,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
B4123a8b4664b,gaze_side,high,sustained sideward gaze while book is idle,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
Bb92e50ee0f0e,gaze_side,high,persistent upward side gaze away from book,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
B85134a0873b4,gaze_side,medium,sideward attention dominates before a brief position change,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
B26146371d2da,focus,medium,downward book reading with hand supporting chin,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
Be5367685f0ce,focus,high,sustained downward reading of open book,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
B6a0975c046b6,focus,high,head and gaze remain directed at open book,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
Ba252d4e69f54,,,transitions from book directed gaze to sustained side gaze,ambiguous,codex_visual_direct,2026-07-22T20:46:14+09:00
Bb297301dfe60,gaze_side,high,persistent upward side gaze with idle book,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
Be25ab2739599,,,mixed upward side attention and later book directed gaze,ambiguous,codex_visual_direct,2026-07-22T20:46:14+09:00
B70e487b73560,focus,medium,open book reading continues with chin support,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
Bda3368bf33b6,focus,medium,gaze remains directed toward open book,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
B06bcce65dee2,focus,medium,sustained book directed gaze with chin support,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
B2d2e44f291fa,gaze_side,high,head stays turned away from book,accepted,codex_visual_direct,2026-07-22T20:46:14+09:00
B71198aae6c23,,,side gaze transitions to forward and book directed posture,ambiguous,codex_visual_direct,2026-07-22T20:46:14+09:00
B2577f69d085c,focus,high,continuous writing in open book,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
B01d9c3c108d2,focus,high,task directed writing continues throughout,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
Bf2b675382147,,,book directed posture transitions to side reach offscreen,ambiguous,codex_visual_direct,2026-07-22T20:47:06+09:00
B23b4f87dc98d,gaze_side,high,head remains turned toward an offscreen target,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
Bf848ed906a47,,,transitions from offscreen side attention back toward book,ambiguous,codex_visual_direct,2026-07-22T20:47:06+09:00
B9ead41ea5e4e,gaze_side,high,persistent side gaze despite hand resting on book,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
B223007fbe706,,,side gaze transitions into leaving the frame,ambiguous,codex_visual_direct,2026-07-22T20:47:06+09:00
Be0a3d350917b,focus,medium,papers are actively arranged while gaze stays task directed,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
B34148864908f,gaze_down,high,head remains directed below the visible study surface,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
Ba23d6cd1f6d4,gaze_down,high,sustained downward gaze below desk camera view,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
B34a888423972,gaze_down,high,head stays down toward an unseen lower target,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
Bfc42a381629a,gaze_down,high,persistent gaze below visible study material,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
B664a6a79bcbb,gaze_down,high,sustained downward attention below desk level,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
B946bd6652a4f,drowsy,medium,head rises from a sustained droop without study action,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
B661bdaaa1764,drowsy,medium,heavy eyes mouth opening and head tilt indicate fatigue,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
B97bf08deb317,drowsy,medium,head bobbing and eye rubbing with no task action,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
B7ac3300358bf,unknown,high,lens is obstructed and scene cannot be observed,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
B080c948340b0,unknown,high,camera obstruction prevents behavior judgment,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
B00ca5a5782d4,unknown,high,frames show only an obstructed dark lens,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
Bc56b9724f2af,unknown,high,person and scene are fully obscured,accepted,codex_visual_direct,2026-07-22T20:47:06+09:00
B8541bae818d0,unknown,high,camera is obstructed and scene is not visible,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B291a710f10b9,unknown,high,dark lens obstruction prevents state judgment,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
Bbf4148cf8de3,unknown,high,scene is too dark and obstructed to observe behavior,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B7e24892c7fd0,unknown,high,person and gaze are fully obscured,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B77a065af4906,unknown,high,near black obstructed frames contain no state cues,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
Bd9c21ecd8685,unknown,high,camera obstruction prevents reliable observation,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B3b0c469f9ad1,unknown,high,scene remains dark and unobservable,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B14905b1c2fcc,unknown,high,no visible behavioral evidence due to obstruction,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B5a6212af05ef,focus,high,continuous writing or drawing on paper,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
Bb5b028999a36,focus,high,active pen work continues across frames,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B43280046c1ad,focus,high,continuous task directed drawing,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
Bfbc7742df914,focus,high,steady pen work on the page,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B5d4b41cba5d6,focus,high,active drawing or writing throughout,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B9e0694cd02aa,focus,high,continuous page work with pen,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B1d9f9cc279d0,focus,high,task directed writing continues throughout,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B9e30344118af,focus,high,steady pen work on paper,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
Bb44c98468164,focus,high,continuous task directed drawing,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B815dabb163ee,focus,high,active pen use remains directed at paper,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
Bf6b513da8c87,gaze_side,medium,attention shifts to side conversation with gesturing,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B64f3e61c9f63,gaze_side,high,sustained side conversation while paper is idle,accepted,codex_visual_direct,2026-07-22T20:47:54+09:00
B2ef6bbd4eac0,gaze_side,high,sustained side attention during conversation,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
B4c8d162cb6f4,gaze_side,high,head remains turned toward another person,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
B2fc3b25251a5,gaze_side,high,persistent sideward conversational attention,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
Bd57b1db7d6f8,gaze_side,high,side gaze continues while paper is idle,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
B19a50b4506ce,gaze_side,high,side conversation with gesturing dominates,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
Bfcbb5325c214,gaze_side,high,sustained sideward attention and hand gestures,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
B0983d0ab8f3b,gaze_side,high,persistent gaze toward offscreen conversational target,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
B5075a69db3ec,focus,high,continuous writing or drawing on paper,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
B25a452b08be9,focus,high,steady task directed pen work,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
Be46379202eb9,focus,high,active writing continues across all frames,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
B5752e24d5f38,focus,medium,writing dominates before a brief upward head tilt,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
B104514951be3,,,person is absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:48:44+09:00
B6bd8f7a9bc03,,,person remains absent and state cannot be assigned,ambiguous,codex_visual_direct,2026-07-22T20:48:44+09:00
Bc737a8abf794,,,empty desk scene with no person visible,ambiguous,codex_visual_direct,2026-07-22T20:48:44+09:00
Bb783b182813b,,,person absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:48:44+09:00
B8f19a6878d08,,,mostly empty scene with material entering only at end,ambiguous,codex_visual_direct,2026-07-22T20:48:44+09:00
Bd6786ae51740,focus,high,book handling and writing are task directed,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
B7b15f6115d25,focus,high,continuous reading and writing,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
